TransactionID,AccountID,TransactionDate,Amount,TransactionType,PaymentMode,Location,DeviceID,DeviceType,IP_Address,Merchant,FraudFlag,FraudType
T00215,A0048,03-04-2026 22:33,63292,Credit,NetBanking,Hyderabad,D85513,Android,10.217.68.130,Zomato,No,Normal
T00216,A0062,15-04-2026 02:18,53662,Credit,Card,Pune,D10932,Android,10.3.192.105,CryptoX,No,Normal
T00217,A0089,21-04-2026 13:23,55946,Credit,NetBanking,Kolkata,D80268,Tablet,10.187.141.203,Swiggy,No,Normal
T00218,A0097,14-04-2026 13:35,63338,Debit,NetBanking,Hyderabad,D82733,Tablet,10.129.157.176,CryptoX,No,Normal
T00219,A0100,26-04-2026 23:08,86513,Debit,Card,Bengaluru,D31206,Android,10.109.205.173,Casino247,No,Normal
T00220,A0071,10-05-2026 22:43,21168,Credit,UPI,Kolkata,D21939,iPhone,10.241.222.45,Amazon,No,Normal
T00221,A0009,17-04-2026 07:23,5048,Credit,Wallet,Hyderabad,D96006,Laptop,10.29.89.253,BetZone,No,Normal
T00222,A0057,01-04-2026 06:54,68015,Credit,Card,Pune,D88579,iPhone,10.86.18.184,ForexHub,No,Normal
T00223,A0031,01-04-2026 05:05,52454,Credit,Wallet,Bengaluru,D86818,iPhone,10.7.35.46,ForexHub,No,Normal
T00224,A0071,19-04-2026 23:53,45725,Credit,NetBanking,Mumbai,D89477,iPhone,10.232.206.2,BetZone,No,Normal
T00225,A0034,12-04-2026 13:32,9587,Credit,NetBanking,Pune,D77277,Laptop,10.128.226.193,CryptoX,No,Normal
T00226,A0073,01-05-2026 07:48,60242,Credit,UPI,Bengaluru,D25239,Laptop,10.34.195.112,ForexHub,No,Normal
T00227,A0087,15-04-2026 10:26,70308,Debit,NetBanking,Mumbai,D47655,Android,10.204.175.38,CryptoX,No,Normal
T00228,A0071,12-04-2026 15:20,75297,Credit,Card,Chennai,D99536,iPhone,10.255.102.120,Zomato,No,Normal
T00229,A0095,16-04-2026 08:13,32828,Credit,Card,Kolkata,D23983,Android,10.40.252.3,Zomato,No,Normal
T00230,A0098,05-05-2026 01:54,81452,Credit,Wallet,Hyderabad,D46009,Tablet,10.93.143.203,Myntra,No,Normal
T00231,A0029,07-05-2026 04:03,55566,Credit,UPI,Hyderabad,D55519,Tablet,10.89.234.61,ForexHub,No,Normal
T00232,A0090,04-05-2026 14:20,1649,Debit,Wallet,Hyderabad,D23205,Laptop,10.185.132.95,Amazon,No,Normal
T00233,A0071,17-04-2026 07:17,45070,Credit,Card,Bengaluru,D65567,iPhone,10.214.190.186,BetZone,No,Normal
T00234,A0052,18-04-2026 14:11,75583,Debit,UPI,Chennai,D45382,iPhone,10.221.195.100,Swiggy,No,Normal
T00235,A0019,10-04-2026 15:51,55349,Credit,Card,Kolkata,D92660,Laptop,10.249.153.128,Swiggy,No,Normal
T00236,A0072,07-05-2026 01:25,21509,Debit,Card,Kolkata,D43330,Tablet,10.49.230.171,AppleStore,No,Normal
T00237,A0034,24-04-2026 11:35,33879,Credit,UPI,Bengaluru,D25890,Laptop,10.101.89.145,ForexHub,No,Normal
T00238,A0046,21-04-2026 21:32,58680,Debit,Wallet,Hyderabad,D47555,Tablet,10.74.85.172,ForexHub,No,Normal
T00239,A0054,11-05-2026 19:36,9451,Debit,Card,Delhi,D39912,Laptop,10.162.149.136,Casino247,No,Normal
T00240,A0078,26-04-2026 08:56,367049,Debit,UPI,Mumbai,D40753,Laptop,10.40.107.85,BetZone,Yes,Rapid Location Change
T00241,A0051,07-04-2026 03:04,71984,Debit,UPI,Kolkata,D62037,Android,10.53.134.79,GooglePay,No,Normal
T00242,A0011,25-04-2026 09:14,37347,Credit,Card,Mumbai,D79041,iPhone,10.14.17.182,AppleStore,No,Normal
T00243,A0042,01-05-2026 14:55,71998,Credit,Card,Chennai,D80685,iPhone,10.233.222.158,Netflix,No,Normal
T00244,A0045,01-05-2026 17:14,58015,Credit,NetBanking,Bengaluru,D44053,iPhone,10.155.5.0,Flipkart,No,Normal
T00245,A0067,09-04-2026 11:18,1190,Credit,Wallet,Delhi,D11197,Tablet,10.149.118.3,CryptoX,No,Normal
T00246,A0071,24-04-2026 06:26,57392,Credit,Card,Mumbai,D94671,Tablet,10.193.112.134,CryptoX,No,Normal
T00247,A0011,28-04-2026 20:15,80475,Credit,NetBanking,Chennai,D79722,Laptop,10.211.96.35,ForexHub,No,Normal
T00248,A0024,09-04-2026 09:07,81067,Credit,NetBanking,Chennai,D91625,Tablet,10.96.164.9,GooglePay,No,Normal
T00249,A0020,04-04-2026 17:01,37077,Credit,Card,Chennai,D67464,Android,10.119.46.77,Flipkart,No,Normal
T00250,A0002,02-05-2026 06:21,65425,Credit,Wallet,Chennai,D14159,Laptop,10.41.74.28,Netflix,No,Normal
T00251,A0035,26-04-2026 02:34,25291,Credit,Wallet,Kolkata,D11653,Android,10.127.197.226,Swiggy,No,Normal
T00252,A0032,03-04-2026 06:29,12415,Debit,Wallet,Bengaluru,D99318,Laptop,10.165.81.21,ForexHub,No,Normal
T00253,A0096,06-05-2026 16:07,83792,Credit,Card,Delhi,D16827,iPhone,10.57.120.222,GooglePay,No,Normal
T00254,A0042,01-04-2026 05:50,15782,Credit,Card,Pune,D15504,Tablet,10.79.190.45,BetZone,No,Normal
T00255,A0032,11-04-2026 15:05,44457,Debit,UPI,Delhi,D94485,iPhone,10.54.64.249,BetZone,No,Normal
T00256,A0030,21-04-2026 17:50,45623,Credit,Card,Pune,D59514,Laptop,10.68.128.20,ForexHub,No,Normal
T00257,A0063,29-04-2026 17:18,64337,Debit,Card,Hyderabad,D55569,Laptop,10.239.140.82,AppleStore,No,Normal
T00258,A0009,04-05-2026 04:28,34617,Credit,Wallet,Pune,D93627,Tablet,10.94.9.186,Casino247,No,Normal
T00259,A0100,10-05-2026 07:20,86383,Credit,Card,Hyderabad,D99551,Tablet,10.78.144.165,Flipkart,No,Normal
T00260,A0053,21-04-2026 03:06,8839,Debit,Card,Mumbai,D14099,iPhone,10.54.248.98,SteamGames,No,Normal
T00261,A0013,03-04-2026 18:41,86335,Credit,NetBanking,Pune,D58018,iPhone,10.36.6.106,Paytm,No,Normal
T00262,A0084,02-05-2026 02:29,8056,Credit,Wallet,Kolkata,D58374,Android,10.136.20.36,SteamGames,No,Normal
T00263,A0039,05-04-2026 06:33,30379,Credit,Card,Mumbai,D78969,iPhone,10.91.212.54,Flipkart,No,Normal
T00264,A0099,11-05-2026 18:22,87294,Credit,UPI,Mumbai,D33644,Tablet,10.172.80.226,GooglePay,No,Normal
T00265,A0046,21-04-2026 17:20,54146,Credit,NetBanking,Hyderabad,D41551,iPhone,10.192.130.184,Myntra,No,Normal
T00266,A0058,29-04-2026 12:00,37387,Debit,Card,Delhi,D10860,Laptop,10.113.109.161,Amazon,No,Normal
T00267,A0003,18-04-2026 17:32,75022,Debit,UPI,Pune,D70341,Laptop,10.79.70.135,BetZone,No,Normal
T00268,A0047,08-05-2026 07:14,39461,Debit,Wallet,Hyderabad,D38499,Android,10.166.247.88,ForexHub,No,Normal
T00269,A0063,07-05-2026 03:38,4998,Credit,UPI,Kolkata,D17329,Laptop,10.178.222.213,Netflix,No,Normal
T00270,A0016,15-04-2026 23:41,1598,Credit,UPI,Delhi,D78731,Android,10.163.76.167,BetZone,No,Normal
T00271,A0065,15-04-2026 04:03,51595,Credit,UPI,Mumbai,D66614,Laptop,10.201.75.67,AppleStore,No,Normal
T00272,A0044,06-04-2026 15:36,71947,Credit,NetBanking,Pune,D62235,Tablet,10.66.69.246,Amazon,No,Normal
T00273,A0072,13-04-2026 15:25,25803,Debit,Card,Pune,D44898,Tablet,10.165.45.57,BetZone,No,Normal
T00274,A0086,27-04-2026 13:23,42139,Credit,UPI,Kolkata,D49953,iPhone,10.179.226.74,Zomato,No,Normal
T00275,A0057,03-04-2026 07:12,20546,Debit,UPI,Chennai,D17148,iPhone,10.75.147.7,Myntra,No,Normal
T00276,A0044,08-04-2026 09:28,43599,Debit,Card,Mumbai,D81620,Laptop,10.247.72.9,Amazon,No,Normal
T00277,A0049,08-05-2026 21:33,22424,Debit,NetBanking,Mumbai,D90997,Laptop,10.27.238.4,Netflix,No,Normal
T00278,A0009,25-04-2026 21:17,86620,Credit,UPI,Pune,D48337,Tablet,10.118.194.50,Casino247,No,Normal
T00279,A0041,02-05-2026 19:34,26166,Credit,UPI,Pune,D42426,Laptop,10.170.250.201,Swiggy,No,Normal
T00280,A0096,11-04-2026 00:22,273839,Debit,NetBanking,Bengaluru,D13862,Laptop,10.115.77.174,Casino247,Yes,Crypto Transaction
T00281,A0051,09-04-2026 02:46,88966,Debit,Wallet,Mumbai,D85090,iPhone,10.218.159.168,CryptoX,No,Normal
T00282,A0058,05-05-2026 04:13,76256,Debit,Card,Delhi,D78656,iPhone,10.220.74.80,Swiggy,No,Normal
T00283,A0041,05-04-2026 17:34,24234,Credit,Card,Chennai,D13864,Laptop,10.211.210.155,Flipkart,No,Normal
T00284,A0057,11-05-2026 23:17,24732,Debit,Card,Mumbai,D13433,Laptop,10.118.118.118,ForexHub,No,Normal
T00285,A0088,02-04-2026 11:05,62569,Debit,Wallet,Chennai,D95140,Laptop,10.94.198.251,ForexHub,No,Normal
T00286,A0061,09-04-2026 05:12,53654,Debit,NetBanking,Bengaluru,D39170,iPhone,10.104.33.90,Amazon,No,Normal
T00287,A0057,10-05-2026 15:44,60071,Debit,Wallet,Bengaluru,D15482,Tablet,10.160.201.19,Casino247,No,Normal
T00288,A0067,07-04-2026 14:29,32307,Credit,UPI,Hyderabad,D60777,Android,10.97.149.225,Amazon,No,Normal
T00289,A0051,20-04-2026 09:29,38690,Debit,Card,Bengaluru,D94685,Tablet,10.46.57.92,Paytm,No,Normal
T00290,A0100,08-05-2026 22:34,54306,Credit,Wallet,Pune,D33445,Tablet,10.103.232.46,Paytm,No,Normal
T00291,A0033,21-04-2026 22:41,21595,Debit,UPI,Pune,D68903,Laptop,10.43.196.81,AppleStore,No,Normal
T00292,A0049,06-05-2026 12:02,44034,Debit,Card,Kolkata,D28953,iPhone,10.26.214.157,Swiggy,No,Normal
T00293,A0040,29-04-2026 09:40,17345,Debit,UPI,Hyderabad,D43175,Android,10.234.254.255,Flipkart,No,Normal
T00294,A0070,01-04-2026 19:56,28526,Credit,Wallet,Bengaluru,D67917,Android,10.3.125.142,Zomato,No,Normal
T00295,A0080,11-05-2026 17:52,6511,Debit,Card,Pune,D95626,Laptop,10.18.74.16,Zomato,No,Normal
T00296,A0086,07-05-2026 19:19,6526,Debit,Wallet,Mumbai,D31146,Laptop,10.90.233.184,Flipkart,No,Normal
T00297,A0005,06-04-2026 09:20,8969,Credit,UPI,Delhi,D71710,iPhone,10.62.140.168,Paytm,No,Normal
T00298,A0068,27-04-2026 16:13,80323,Debit,UPI,Hyderabad,D92441,Android,10.247.147.218,Zomato,No,Normal
T00299,A0078,21-04-2026 08:33,46480,Debit,Wallet,Hyderabad,D92818,Tablet,10.252.92.119,BetZone,No,Normal
T00300,A0091,19-04-2026 06:00,61033,Debit,Card,Kolkata,D90649,Tablet,10.211.23.170,Amazon,No,Normal
T00301,A0045,06-05-2026 20:13,26470,Credit,NetBanking,Kolkata,D18891,Laptop,10.153.165.3,SteamGames,No,Normal
T00302,A0015,22-04-2026 10:25,80839,Debit,Card,Mumbai,D53321,Laptop,10.245.242.18,BetZone,No,Normal
T00303,A0083,09-04-2026 15:09,70481,Credit,Wallet,Kolkata,D64257,Android,10.153.161.9,GooglePay,No,Normal
T00304,A0027,07-05-2026 21:21,46446,Debit,Card,Delhi,D14085,Laptop,10.192.84.199,ForexHub,No,Normal
T00305,A0024,09-05-2026 03:55,40507,Credit,UPI,Delhi,D64246,Android,10.254.121.190,ForexHub,No,Normal
T00306,A0058,20-04-2026 06:33,14810,Credit,UPI,Kolkata,D36489,Android,10.227.12.247,Swiggy,No,Normal
T00307,A0065,10-04-2026 06:21,68732,Credit,NetBanking,Mumbai,D22878,iPhone,10.105.18.235,GooglePay,No,Normal
T00308,A0050,04-05-2026 03:00,77994,Debit,NetBanking,Bengaluru,D16047,Android,10.159.11.159,Amazon,No,Normal
T00309,A0082,14-04-2026 10:12,36361,Credit,Wallet,Chennai,D25420,Laptop,10.76.80.140,Netflix,No,Normal
T00310,A0015,01-04-2026 19:35,27176,Credit,NetBanking,Delhi,D28554,Laptop,10.125.87.36,Flipkart,No,Normal
T00311,A0040,10-05-2026 10:34,17149,Debit,Wallet,Chennai,D16613,Android,10.196.27.44,Amazon,No,Normal
T00312,A0055,26-04-2026 05:45,82605,Credit,NetBanking,Delhi,D53559,iPhone,10.40.238.67,BetZone,No,Normal
T00313,A0012,30-04-2026 03:29,84565,Credit,Wallet,Mumbai,D39333,iPhone,10.132.186.200,SteamGames,No,Normal
T00314,A0024,22-04-2026 10:29,8667,Credit,UPI,Delhi,D72737,Tablet,10.87.144.178,Amazon,No,Normal
T00315,A0078,07-05-2026 04:32,14122,Credit,UPI,Kolkata,D49599,Tablet,10.205.211.122,Paytm,No,Normal
T00316,A0080,16-04-2026 17:10,8758,Credit,Card,Kolkata,D87459,Tablet,10.222.175.120,Paytm,No,Normal
T00317,A0023,05-04-2026 23:59,63883,Debit,Wallet,Delhi,D82756,Android,10.227.90.157,BetZone,No,Normal
T00318,A0052,05-04-2026 19:06,78272,Credit,NetBanking,Bengaluru,D94540,Android,10.46.111.71,Casino247,No,Normal
T00319,A0075,11-05-2026 00:48,19658,Credit,NetBanking,Bengaluru,D90684,Tablet,10.100.105.162,SteamGames,No,Normal
T00320,A0039,07-05-2026 21:19,455516,Credit,Card,Kolkata,D48559,Android,10.189.27.0,CryptoX,Yes,High Amount
T00321,A0091,06-05-2026 11:07,4187,Debit,Wallet,Chennai,D87353,Tablet,10.162.195.207,Netflix,No,Normal
T00322,A0049,28-04-2026 17:13,62342,Debit,Card,Hyderabad,D60409,Laptop,10.213.78.147,Swiggy,No,Normal
T00323,A0086,09-04-2026 04:00,2158,Debit,Wallet,Chennai,D67243,iPhone,10.43.70.212,SteamGames,No,Normal
T00324,A0059,09-05-2026 13:39,66870,Credit,Wallet,Bengaluru,D56570,iPhone,10.95.217.3,GooglePay,No,Normal
T00325,A0074,02-05-2026 23:15,35391,Credit,NetBanking,Pune,D14963,Tablet,10.188.57.246,CryptoX,No,Normal
T00326,A0089,06-04-2026 04:46,36724,Credit,UPI,Hyderabad,D89963,Android,10.125.241.39,CryptoX,No,Normal
T00327,A0088,11-05-2026 17:51,80452,Debit,NetBanking,Hyderabad,D11413,Tablet,10.232.240.169,Netflix,No,Normal
T00328,A0054,23-04-2026 09:18,78433,Credit,NetBanking,Pune,D92483,Tablet,10.86.26.149,Amazon,No,Normal
T00329,A0095,10-05-2026 00:18,16722,Debit,NetBanking,Delhi,D27372,Laptop,10.140.131.7,Flipkart,No,Normal
T00330,A0095,08-04-2026 19:11,19909,Credit,NetBanking,Kolkata,D32989,Laptop,10.120.248.92,BetZone,No,Normal
T00331,A0068,03-04-2026 10:05,20304,Credit,Wallet,Kolkata,D60222,iPhone,10.225.85.107,BetZone,No,Normal
T00332,A0074,23-04-2026 01:41,15303,Debit,Card,Bengaluru,D62264,Tablet,10.154.243.119,ForexHub,No,Normal
T00333,A0049,25-04-2026 15:16,57081,Debit,NetBanking,Kolkata,D68827,Tablet,10.161.21.49,CryptoX,No,Normal
T00334,A0069,11-05-2026 11:54,85567,Credit,NetBanking,Delhi,D45007,Android,10.130.200.236,BetZone,No,Normal
T00335,A0099,16-04-2026 23:43,25649,Credit,Card,Delhi,D81776,Android,10.4.34.6,ForexHub,No,Normal
T00336,A0053,07-04-2026 16:06,46173,Debit,NetBanking,Delhi,D35307,Android,10.12.47.29,GooglePay,No,Normal
T00337,A0077,14-04-2026 19:40,15825,Debit,Card,Bengaluru,D96034,iPhone,10.56.94.129,AppleStore,No,Normal
T00338,A0038,30-04-2026 21:59,59533,Credit,Wallet,Chennai,D97500,Laptop,10.131.82.37,SteamGames,No,Normal
T00339,A0036,04-04-2026 12:24,33947,Credit,Card,Bengaluru,D19096,Tablet,10.102.201.91,Amazon,No,Normal
T00340,A0083,02-05-2026 03:09,56625,Debit,UPI,Bengaluru,D43947,Android,10.17.37.36,ForexHub,No,Normal
T00341,A0074,17-04-2026 14:01,19610,Debit,UPI,Chennai,D61181,Laptop,10.77.168.200,GooglePay,No,Normal
T00342,A0074,01-04-2026 16:45,62770,Credit,Wallet,Kolkata,D19188,iPhone,10.1.196.246,GooglePay,No,Normal
T00343,A0016,07-05-2026 17:59,89469,Credit,Wallet,Pune,D92873,Android,10.187.174.41,Myntra,No,Normal
T00344,A0059,19-04-2026 20:12,5255,Credit,Card,Delhi,D61131,Android,10.183.249.43,CryptoX,No,Normal
T00345,A0081,29-04-2026 23:12,25409,Debit,Card,Bengaluru,D60956,Android,10.157.255.230,Amazon,No,Normal
T00346,A0003,03-04-2026 10:03,5711,Credit,UPI,Mumbai,D95701,Tablet,10.76.119.36,ForexHub,No,Normal
T00347,A0005,10-04-2026 15:41,81151,Debit,Card,Chennai,D95037,iPhone,10.7.88.25,GooglePay,No,Normal
T00348,A0040,07-04-2026 14:39,77569,Debit,UPI,Pune,D75161,iPhone,10.32.103.218,Casino247,No,Normal
T00349,A0044,26-04-2026 10:07,71650,Debit,NetBanking,Kolkata,D37948,Android,10.88.171.32,BetZone,No,Normal
T00350,A0016,18-04-2026 04:48,48587,Debit,Wallet,Mumbai,D86282,Android,10.68.51.192,Swiggy,No,Normal
T00351,A0100,11-04-2026 00:56,932,Debit,Card,Pune,D95426,Laptop,10.213.243.64,Flipkart,No,Normal
T00352,A0027,10-04-2026 20:17,54105,Debit,Card,Hyderabad,D14931,iPhone,10.255.45.154,GooglePay,No,Normal
T00353,A0045,27-04-2026 00:35,15501,Debit,NetBanking,Kolkata,D80742,iPhone,10.237.106.141,Zomato,No,Normal
T00354,A0007,13-04-2026 03:50,62282,Credit,Card,Mumbai,D97836,Android,10.27.186.145,SteamGames,No,Normal
T00355,A0027,28-04-2026 08:21,59494,Debit,UPI,Chennai,D16875,iPhone,10.80.14.248,ForexHub,No,Normal
T00356,A0066,08-04-2026 02:57,58403,Credit,Wallet,Mumbai,D98716,Laptop,10.117.56.166,AppleStore,No,Normal
T00357,A0030,07-04-2026 07:47,26308,Credit,Card,Pune,D71733,Tablet,10.27.223.74,Casino247,No,Normal
T00358,A0028,10-05-2026 14:11,17978,Credit,Card,Chennai,D57001,Laptop,10.103.171.65,Myntra,No,Normal
T00359,A0005,07-05-2026 01:17,61118,Credit,Wallet,Mumbai,D55033,iPhone,10.151.80.87,Flipkart,No,Normal
T00360,A0074,06-05-2026 07:05,263478,Credit,NetBanking,Pune,D66113,iPhone,10.126.167.222,ForexHub,Yes,Rapid Location Change
T00361,A0075,15-04-2026 18:09,765,Credit,UPI,Pune,D71689,Android,10.217.201.245,BetZone,No,Normal
T00362,A0090,07-04-2026 14:31,73302,Debit,Wallet,Mumbai,D27394,Laptop,10.151.122.46,Flipkart,No,Normal
T00363,A0003,01-05-2026 21:19,60299,Debit,Wallet,Bengaluru,D28169,Tablet,10.94.189.237,AppleStore,No,Normal
T00364,A0091,11-05-2026 00:55,50546,Credit,UPI,Delhi,D65823,Laptop,10.106.41.171,Flipkart,No,Normal
T00365,A0095,04-04-2026 16:58,6858,Debit,Wallet,Delhi,D70994,Android,10.187.187.89,Myntra,No,Normal
T00366,A0083,06-05-2026 22:04,26932,Debit,NetBanking,Mumbai,D80730,Android,10.244.107.115,AppleStore,No,Normal
T00367,A0042,23-04-2026 08:32,36425,Debit,UPI,Delhi,D55249,Tablet,10.248.62.240,Paytm,No,Normal
T00368,A0091,05-05-2026 21:52,59341,Credit,UPI,Mumbai,D70014,Android,10.41.200.91,Netflix,No,Normal
T00369,A0037,05-04-2026 03:10,19492,Credit,Card,Kolkata,D36772,Android,10.150.213.67,Flipkart,No,Normal
T00370,A0061,23-04-2026 13:28,2915,Credit,Card,Pune,D12888,iPhone,10.171.210.175,SteamGames,No,Normal
T00371,A0084,21-04-2026 15:37,69589,Credit,Wallet,Delhi,D84350,iPhone,10.156.87.133,AppleStore,No,Normal
T00372,A0030,01-05-2026 11:18,6302,Debit,NetBanking,Delhi,D69759,iPhone,10.82.146.93,Casino247,No,Normal
T00373,A0023,10-04-2026 05:15,41600,Debit,Wallet,Delhi,D58453,iPhone,10.105.17.162,Amazon,No,Normal
T00374,A0045,10-04-2026 11:28,70045,Credit,UPI,Pune,D63026,Tablet,10.74.234.163,Swiggy,No,Normal
T00375,A0020,01-04-2026 23:34,84935,Credit,Wallet,Delhi,D85199,iPhone,10.226.173.57,Myntra,No,Normal
T00376,A0094,01-05-2026 01:08,15419,Credit,UPI,Bengaluru,D90939,iPhone,10.228.182.47,CryptoX,No,Normal
T00377,A0042,04-04-2026 19:41,69100,Debit,NetBanking,Mumbai,D12955,Android,10.228.44.201,BetZone,No,Normal
T00378,A0025,02-05-2026 10:38,7446,Credit,Wallet,Mumbai,D66051,Laptop,10.197.190.6,CryptoX,No,Normal
T00379,A0037,23-04-2026 11:19,73635,Debit,Card,Chennai,D68224,Tablet,10.226.147.83,Casino247,No,Normal
T00380,A0094,28-04-2026 23:57,77062,Debit,Card,Mumbai,D49745,Tablet,10.171.33.192,Swiggy,No,Normal
T00381,A0012,01-04-2026 13:40,54431,Debit,Wallet,Chennai,D84437,iPhone,10.102.95.195,Netflix,No,Normal
T00382,A0038,06-05-2026 15:02,39682,Credit,Wallet,Hyderabad,D70745,iPhone,10.13.1.78,Casino247,No,Normal
T00383,A0034,20-04-2026 20:53,16376,Credit,Wallet,Mumbai,D74472,iPhone,10.14.61.141,GooglePay,No,Normal
T00384,A0064,05-04-2026 19:47,63078,Credit,NetBanking,Chennai,D99903,Tablet,10.61.191.8,BetZone,No,Normal
T00385,A0034,11-04-2026 18:03,60529,Debit,NetBanking,Mumbai,D16932,Laptop,10.184.214.182,Myntra,No,Normal
T00386,A0007,19-04-2026 09:33,67453,Debit,Card,Kolkata,D22387,iPhone,10.165.161.154,Flipkart,No,Normal
T00387,A0035,24-04-2026 03:34,18937,Debit,Card,Hyderabad,D46885,Laptop,10.248.210.174,Myntra,No,Normal
T00388,A0021,07-04-2026 06:09,24796,Debit,Wallet,Bengaluru,D20013,Android,10.67.8.245,Zomato,No,Normal
T00389,A0045,20-04-2026 22:23,58025,Credit,Card,Chennai,D49935,Android,10.60.113.65,Casino247,No,Normal
T00390,A0089,10-04-2026 22:14,27604,Debit,UPI,Bengaluru,D24643,Android,10.9.247.220,Swiggy,No,Normal
T00391,A0006,13-04-2026 03:02,67402,Debit,Wallet,Pune,D43162,Android,10.33.154.5,SteamGames,No,Normal
T00392,A0097,07-04-2026 03:58,77118,Debit,Card,Chennai,D56076,Android,10.46.74.142,Zomato,No,Normal
T00393,A0075,23-04-2026 11:10,80441,Debit,UPI,Pune,D85777,Android,10.111.98.144,CryptoX,No,Normal
T00394,A0022,05-05-2026 00:46,66185,Credit,NetBanking,Chennai,D87251,iPhone,10.225.54.92,Zomato,No,Normal
T00395,A0046,25-04-2026 13:13,53522,Debit,NetBanking,Pune,D71066,Android,10.69.253.184,Zomato,No,Normal
T00396,A0091,19-04-2026 17:46,43106,Credit,UPI,Bengaluru,D47173,Tablet,10.159.227.115,Flipkart,No,Normal
T00397,A0071,27-04-2026 09:54,9223,Credit,NetBanking,Mumbai,D11675,Tablet,10.53.202.224,Zomato,No,Normal
T00398,A0067,06-04-2026 03:09,77505,Debit,Card,Pune,D57672,iPhone,10.173.102.206,Paytm,No,Normal
T00399,A0016,15-04-2026 13:46,76373,Credit,Wallet,Delhi,D72367,Tablet,10.248.142.75,Netflix,No,Normal
T00400,A0099,30-04-2026 00:07,479447,Debit,UPI,Kolkata,D18942,Tablet,10.13.91.195,BetZone,Yes,Midnight Transaction
T00401,A0078,21-04-2026 04:19,12726,Debit,Wallet,Kolkata,D71082,iPhone,10.150.254.251,BetZone,No,Normal
T00402,A0065,17-04-2026 17:21,70948,Debit,UPI,Bengaluru,D25615,Tablet,10.230.161.192,Casino247,No,Normal
T00403,A0057,30-04-2026 01:02,86530,Credit,Card,Bengaluru,D66450,iPhone,10.159.199.249,CryptoX,No,Normal
T00404,A0098,08-04-2026 18:43,72685,Credit,Wallet,Hyderabad,D30487,Android,10.200.134.253,SteamGames,No,Normal
T00405,A0076,25-04-2026 19:43,37381,Credit,UPI,Pune,D87393,Android,10.65.187.178,ForexHub,No,Normal
T00406,A0095,08-05-2026 00:48,44829,Credit,UPI,Bengaluru,D55238,Laptop,10.210.179.28,SteamGames,No,Normal
T00407,A0085,16-04-2026 07:15,77764,Debit,UPI,Kolkata,D49965,Android,10.172.86.10,Netflix,No,Normal
T00408,A0069,21-04-2026 01:29,55474,Credit,NetBanking,Pune,D71564,Android,10.162.193.199,Casino247,No,Normal
T00409,A0042,07-05-2026 03:51,88588,Debit,NetBanking,Bengaluru,D75898,Laptop,10.85.153.186,Flipkart,No,Normal
T00410,A0056,13-04-2026 15:40,9972,Debit,NetBanking,Delhi,D16230,Laptop,10.205.115.47,ForexHub,No,Normal
T00411,A0092,08-05-2026 03:37,8917,Credit,Wallet,Mumbai,D55523,Android,10.154.153.221,Netflix,No,Normal
T00412,A0085,05-05-2026 10:12,33033,Credit,Card,Pune,D92292,iPhone,10.255.109.239,Paytm,No,Normal
T00413,A0035,11-05-2026 17:51,56949,Debit,Card,Delhi,D70619,iPhone,10.123.77.153,Casino247,No,Normal
T00414,A0056,27-04-2026 10:55,83190,Debit,Wallet,Delhi,D47623,iPhone,10.131.120.207,Flipkart,No,Normal
T00415,A0031,08-04-2026 04:12,40803,Credit,Wallet,Hyderabad,D67164,Tablet,10.18.103.81,Zomato,No,Normal
T00416,A0035,09-04-2026 00:16,36508,Debit,UPI,Chennai,D73680,Android,10.28.42.160,ForexHub,No,Normal
T00417,A0078,20-04-2026 02:57,88137,Debit,Wallet,Kolkata,D28423,iPhone,10.57.61.128,Myntra,No,Normal
T00418,A0064,06-04-2026 07:38,41179,Credit,Wallet,Kolkata,D40924,Tablet,10.111.73.54,ForexHub,No,Normal
T00419,A0023,14-04-2026 08:28,77364,Debit,Wallet,Hyderabad,D59113,Android,10.162.216.243,Netflix,No,Normal
T00420,A0088,16-04-2026 08:56,47678,Credit,NetBanking,Kolkata,D50392,Android,10.17.27.122,Swiggy,No,Normal
T00421,A0033,06-05-2026 12:19,47660,Debit,Card,Kolkata,D67986,Tablet,10.4.201.130,AppleStore,No,Normal
T00422,A0039,06-04-2026 07:19,21101,Credit,NetBanking,Kolkata,D94466,Tablet,10.17.140.41,Casino247,No,Normal
T00423,A0100,02-05-2026 15:47,43710,Credit,UPI,Kolkata,D31016,Laptop,10.33.180.215,Casino247,No,Normal
T00424,A0078,06-05-2026 23:20,3684,Debit,Card,Chennai,D68117,iPhone,10.1.205.102,AppleStore,No,Normal
T00425,A0081,20-04-2026 10:36,20786,Debit,Card,Kolkata,D87858,Tablet,10.163.231.244,Flipkart,No,Normal
T00426,A0095,09-04-2026 08:11,43036,Credit,Card,Pune,D64328,Laptop,10.93.201.193,BetZone,No,Normal
T00427,A0074,15-04-2026 00:01,84917,Debit,UPI,Bengaluru,D35987,Laptop,10.86.25.205,CryptoX,No,Normal
T00428,A0080,28-04-2026 19:16,48324,Debit,UPI,Pune,D78922,Tablet,10.232.253.60,Flipkart,No,Normal
T00429,A0029,14-04-2026 06:55,34991,Credit,Wallet,Bengaluru,D27065,Tablet,10.105.110.144,ForexHub,No,Normal
T00430,A0094,13-04-2026 13:11,19229,Debit,NetBanking,Delhi,D40865,Tablet,10.127.189.234,ForexHub,No,Normal
